id,id_trabajador,fecha,dia_semana,hora_entrada,hora_salida,modificado
798,12345678A,2022-09-26,Lunes,06:46:54,15:01:33,false
799,23456789B,2022-09-26,Lunes,07:09:13,14:49:09,false
800,34567890C,2022-09-26,Lunes,06:53:59,15:02:30,false
801,45678901D,2022-09-26,Lunes,06:54:19,14:56:03,false
802,56789012E,2022-09-26,Lunes,07:09:47,15:00:04,false
803,12345678A,2022-09-27,Martes,06:57:51,14:49:06,false
804,34567890C,2022-09-27,Martes,07:06:42,14:45:37,false
805,45678901D,2022-09-27,Martes,06:58:56,15:11:01,false
806,12345678A,2022-09-28,Miércoles,07:01:59,15:13:10,false
807,23456789B,2022-09-28,Miércoles,07:11:23,14:49:21,false
808,34567890C,2022-09-28,Miércoles,06:49:53,15:04:19,false
809,45678901D,2022-09-28,Miércoles,06:51:51,14:53:13,false
810,56789012E,2022-09-28,Miércoles,07:15:33,15:02:39,false
811,34567890C,2022-09-29,Jueves,06:57:35,15:07:25,false
812,45678901D,2022-09-29,Jueves,07:01:34,15:15:42,false
813,56789012E,2022-09-29,Jueves,06:51:57,15:14:16,false
814,12345678A,2022-09-30,Viernes,06:46:33,14:49:20,false
815,23456789B,2022-09-30,Viernes,07:03:55,15:09:47,false
816,34567890C,2022-09-30,Viernes,07:01:26,15:02:30,false
817,56789012E,2022-09-30,Viernes,07:10:35,15:06:27,false
818,12345678A,2022-10-03,Lunes,07:03:31,15:04:16,false
819,23456789B,2022-10-03,Lunes,06:46:48,14:49:05,false
820,45678901D,2022-10-03,Lunes,07:15:47,15:13:58,false
821,56789012E,2022-10-03,Lunes,07:10:32,14:55:36,false
822,12345678A,2022-10-04,Martes,07:07:51,15:05:18,false
823,23456789B,2022-10-04,Martes,06:53:00,15:13:04,false
824,34567890C,2022-10-04,Martes,07:02:48,15:04:36,false
825,45678901D,2022-10-04,Martes,06:52:03,15:11:49,false
826,56789012E,2022-10-04,Martes,06:57:43,14:55:17,false
827,12345678A,2022-10-05,Miércoles,06:51:47,14:57:48,false
828,23456789B,2022-10-05,Miércoles,07:05:46,15:13:09,false
829,34567890C,2022-10-05,Miércoles,06:57:55,15:05:25,false
830,45678901D,2022-10-05,Miércoles,06:54:14,14:52:43,false
831,56789012E,2022-10-05,Miércoles,07:09:43,14:57:40,false
832,12345678A,2022-10-06,Jueves,06:53:45,15:11:26,false
833,34567890C,2022-10-06,Jueves,07:05:25,15:13:56,false
834,45678901D,2022-10-06,Jueves,06:48:27,15:04:19,false
835,56789012E,2022-10-06,Jueves,07:12:48,14:58:34,false
836,12345678A,2022-10-07,Viernes,07:04:55,14:52:00,false
837,34567890C,2022-10-07,Viernes,06:47:53,15:09:09,false
838,45678901D,2022-10-07,Viernes,07:07:29,14:51:21,false
839,56789012E,2022-10-07,Viernes,07:08:54,15:03:42,false
840,12345678A,2022-10-10,Lunes,07:04:06,14:46:05,false
841,23456789B,2022-10-10,Lunes,06:52:04,15:14:01,false
842,34567890C,2022-10-10,Lunes,06:53:38,14:54:40,false
843,45678901D,2022-10-10,Lunes,07:03:39,14:55:45,false
844,56789012E,2022-10-10,Lunes,06:49:46,15:06:28,false
845,12345678A,2022-10-11,Martes,07:12:53,15:01:47,false
846,23456789B,2022-10-11,Martes,06:46:10,14:47:07,false
847,34567890C,2022-10-11,Martes,06:57:18,14:45:14,false
848,45678901D,2022-10-11,Martes,06:51:05,15:06:52,false
849,56789012E,2022-10-11,Martes,07:00:19,14:49:22,false
850,12345678A,2022-10-13,Jueves,07:11:23,14:52:00,false
851,23456789B,2022-10-13,Jueves,07:01:14,15:11:38,false
852,34567890C,2022-10-13,Jueves,06:50:21,14:57:50,false
853,45678901D,2022-10-13,Jueves,06:51:49,15:02:00,false
854,56789012E,2022-10-13,Jueves,07:08:14,14:59:21,false
855,12345678A,2022-10-14,Viernes,07:06:06,15:09:57,false
856,34567890C,2022-10-14,Viernes,07:01:08,15:13:51,false
857,45678901D,2022-10-14,Viernes,06:57:41,15:08:07,false
858,56789012E,2022-10-14,Viernes,07:05:12,15:11:12,false
859,12345678A,2022-10-17,Lunes,06:47:47,15:04:06,false
860,23456789B,2022-10-17,Lunes,06:47:44,14:57:09,false
861,34567890C,2022-10-17,Lunes,07:05:24,15:08:29,false
862,56789012E,2022-10-17,Lunes,06:54:41,15:04:33,false
863,12345678A,2022-10-18,Martes,07:06:11,14:55:26,false
864,34567890C,2022-10-18,Martes,06:54:29,14:55:19,false
865,45678901D,2022-10-18,Martes,07:13:54,14:52:06,false
866,56789012E,2022-10-18,Martes,06:45:39,14:52:17,false
867,12345678A,2022-10-19,Miércoles,07:11:39,14:49:32,false
868,34567890C,2022-10-19,Miércoles,07:05:36,14:50:22,false
869,45678901D,2022-10-19,Miércoles,07:01:53,15:11:09,false
870,56789012E,2022-10-19,Miércoles,07:08:32,15:09:41,false
871,12345678A,2022-10-20,Jueves,06:58:33,14:59:22,false
872,34567890C,2022-10-20,Jueves,07:01:24,15:08:40,false
873,45678901D,2022-10-20,Jueves,06:55:02,14:51:43,false
874,56789012E,2022-10-20,Jueves,07:15:05,15:15:24,false
875,23456789B,2022-10-21,Viernes,06:50:10,14:53:25,false
876,34567890C,2022-10-21,Viernes,06:52:54,15:11:36,false
877,45678901D,2022-10-21,Viernes,07:02:44,15:00:01,false
878,56789012E,2022-10-21,Viernes,07:15:29,15:13:34,false
879,12345678A,2022-10-24,Lunes,06:58:04,15:04:23,false
880,23456789B,2022-10-24,Lunes,06:53:32,14:49:31,false
881,34567890C,2022-10-24,Lunes,07:15:16,14:53:04,false
882,45678901D,2022-10-24,Lunes,07:11:56,15:03:56,false
883,12345678A,2022-10-25,Martes,06:57:04,14:47:27,false
884,23456789B,2022-10-25,Martes,07:01:58,14:51:48,false
885,34567890C,2022-10-25,Martes,07:00:23,15:15:09,false
886,45678901D,2022-10-25,Martes,07:01:52,15:06:54,false
887,56789012E,2022-10-25,Martes,07:06:52,14:58:53,false
888,12345678A,2022-10-26,Miércoles,06:55:15,15:07:05,false
889,23456789B,2022-10-26,Miércoles,07:02:30,15:11:14,false
890,45678901D,2022-10-26,Miércoles,07:12:46,15:00:49,false
891,56789012E,2022-10-26,Miércoles,06:48:26,14:51:56,false
892,34567890C,2022-10-27,Jueves,06:46:48,15:11:41,false
893,45678901D,2022-10-27,Jueves,06:45:23,14:53:23,false
894,56789012E,2022-10-27,Jueves,07:07:42,14:57:01,false
895,12345678A,2022-10-28,Viernes,06:56:25,14:50:01,false
896,34567890C,2022-10-28,Viernes,07:02:12,14:57:59,false
897,45678901D,2022-10-28,Viernes,06:45:48,15:00:07,false
898,12345678A,2022-10-31,Lunes,06:54:49,14:58:42,false
899,23456789B,2022-10-31,Lunes,07:02:50,15:08:46,false
900,45678901D,2022-10-31,Lunes,06:49:37,14:58:29,false
901,56789012E,2022-10-31,Lunes,07:08:20,15:05:02,false
902,12345678A,2022-11-02,Miércoles,06:57:05,15:06:05,false
903,23456789B,2022-11-02,Miércoles,07:13:36,15:08:56,false
904,34567890C,2022-11-02,Miércoles,06:56:02,14:57:26,false
905,45678901D,2022-11-02,Miércoles,07:06:17,14:47:22,false
906,12345678A,2022-11-03,Jueves,06:57:15,14:57:16,false
907,34567890C,2022-11-03,Jueves,07:11:38,15:07:03,false
908,45678901D,2022-11-03,Jueves,06:59:56,15:14:38,false
909,23456789B,2022-11-04,Viernes,06:46:41,15:07:24,false
910,45678901D,2022-11-04,Viernes,06:53:12,15:05:27,false
911,56789012E,2022-11-04,Viernes,06:53:57,14:45:13,false
912,23456789B,2022-11-07,Lunes,06:51:02,15:15:14,false
913,34567890C,2022-11-07,Lunes,07:14:51,15:08:40,false
914,45678901D,2022-11-07,Lunes,07:06:40,15:08:31,false
915,56789012E,2022-11-07,Lunes,07:01:14,14:49:31,false
916,12345678A,2022-11-08,Martes,07:01:17,14:49:32,false
917,34567890C,2022-11-08,Martes,06:49:01,14:53:55,false
918,45678901D,2022-11-08,Martes,06:50:15,15:15:17,false
919,56789012E,2022-11-08,Martes,06:48:00,14:47:54,false
920,12345678A,2022-11-09,Miércoles,06:54:47,15:11:30,false
921,34567890C,2022-11-09,Miércoles,07:01:08,15:06:41,false
922,45678901D,2022-11-09,Miércoles,06:48:09,15:05:01,false
923,56789012E,2022-11-09,Miércoles,06:47:52,15:11:49,false
924,12345678A,2022-11-10,Jueves,07:04:11,14:45:24,false
925,23456789B,2022-11-10,Jueves,07:01:04,14:53:47,false
926,34567890C,2022-11-10,Jueves,07:07:42,15:07:34,false
927,45678901D,2022-11-10,Jueves,06:45:22,15:13:04,false
928,56789012E,2022-11-10,Jueves,07:03:07,14:48:37,false
929,23456789B,2022-11-11,Viernes,07:04:04,14:45:18,false
930,34567890C,2022-11-11,Viernes,06:55:00,14:47:12,false
931,45678901D,2022-11-11,Viernes,06:51:59,14:56:26,false
932,56789012E,2022-11-11,Viernes,07:05:02,15:15:28,false
933,12345678A,2022-11-14,Lunes,07:03:29,14:59:41,false
934,23456789B,2022-11-14,Lunes,06:54:41,15:07:10,false
935,45678901D,2022-11-14,Lunes,07:06:35,14:53:43,false
936,12345678A,2022-11-15,Martes,06:47:03,14:49:00,false
937,23456789B,2022-11-15,Martes,07:06:11,14:47:57,false
938,34567890C,2022-11-15,Martes,06:49:55,14:45:22,false
939,45678901D,2022-11-15,Martes,07:06:18,14:54:53,false
940,56789012E,2022-11-15,Martes,07:03:22,15:11:29,false
941,12345678A,2022-11-16,Miércoles,06:51:33,14:47:51,false
942,23456789B,2022-11-16,Miércoles,07:05:50,15:00:17,false
943,34567890C,2022-11-16,Miércoles,07:06:05,15:12:27,false
944,45678901D,2022-11-16,Miércoles,06:47:13,15:13:37,false
945,56789012E,2022-11-16,Miércoles,07:07:42,15:08:19,false
946,12345678A,2022-11-17,Jueves,07:15:39,14:59:26,false
947,23456789B,2022-11-17,Jueves,07:09:24,14:54:30,false
948,34567890C,2022-11-17,Jueves,07:14:30,15:05:06,false
949,45678901D,2022-11-17,Jueves,07:07:29,15:13:06,false
950,56789012E,2022-11-17,Jueves,07:14:35,14:50:50,false
951,12345678A,2022-11-18,Viernes,06:54:10,15:05:49,false
952,34567890C,2022-11-18,Viernes,07:04:12,14:49:53,false
953,45678901D,2022-11-18,Viernes,06:57:37,15:02:19,false
954,56789012E,2022-11-18,Viernes,06:47:04,15:01:30,false
955,12345678A,2022-11-21,Lunes,07:03:27,15:03:32,false
956,23456789B,2022-11-21,Lunes,06:47:49,14:48:21,false
957,34567890C,2022-11-21,Lunes,07:11:04,15:15:00,false
958,45678901D,2022-11-21,Lunes,07:09:29,15:11:21,false
959,56789012E,2022-11-21,Lunes,07:14:48,14:57:19,false
960,12345678A,2022-11-22,Martes,07:09:40,14:47:32,false
961,34567890C,2022-11-22,Martes,06:58:10,15:15:28,false
962,45678901D,2022-11-22,Martes,06:49:58,15:11:04,false
963,56789012E,2022-11-22,Martes,07:15:58,14:54:50,false
964,12345678A,2022-11-23,Miércoles,06:48:24,14:53:43,false
965,23456789B,2022-11-23,Miércoles,07:05:17,15:13:02,false
966,34567890C,2022-11-23,Miércoles,06:49:13,14:48:14,false
967,45678901D,2022-11-23,Miércoles,07:06:24,14:55:14,false
968,56789012E,2022-11-23,Miércoles,07:10:58,14:56:30,false
969,12345678A,2022-11-24,Jueves,07:05:42,14:46:24,false
970,23456789B,2022-11-24,Jueves,06:53:57,15:15:53,false
971,45678901D,2022-11-24,Jueves,06:56:50,14:49:17,false
972,56789012E,2022-11-24,Jueves,06:50:41,15:11:29,false
973,12345678A,2022-11-25,Viernes,06:45:23,14:45:01,false
974,23456789B,2022-11-25,Viernes,07:15:59,15:05:07,false
975,34567890C,2022-11-25,Viernes,07:08:14,15:09:38,false
976,45678901D,2022-11-25,Viernes,07:13:28,15:15:27,false
977,56789012E,2022-11-25,Viernes,06:53:58,15:06:39,false
978,12345678A,2022-11-28,Lunes,06:50:58,15:05:42,false
979,23456789B,2022-11-28,Lunes,07:01:18,15:00:20,false
980,34567890C,2022-11-28,Lunes,06:59:09,14:48:53,false
981,45678901D,2022-11-28,Lunes,06:45:46,15:13:39,false
982,56789012E,2022-11-28,Lunes,06:51:21,14:51:44,false
983,12345678A,2022-11-29,Martes,07:11:53,14:54:20,false
984,23456789B,2022-11-29,Martes,06:58:20,14:51:02,false
985,34567890C,2022-11-29,Martes,06:58:52,15:02:53,false
986,45678901D,2022-11-29,Martes,07:06:33,15:05:04,false
987,56789012E,2022-11-29,Martes,06:54:15,15:13:48,false
988,12345678A,2022-11-30,Miércoles,06:57:02,14:50:53,false
989,23456789B,2022-11-30,Miércoles,06:56:02,14:54:12,false
990,34567890C,2022-11-30,Miércoles,07:04:57,14:49:17,false
991,45678901D,2022-11-30,Miércoles,07:08:11,15:01:21,false
992,56789012E,2022-11-30,Miércoles,07:04:17,15:11:16,false
993,12345678A,2022-12-01,Jueves,07:04:30,14:54:50,false
994,23456789B,2022-12-01,Jueves,06:56:39,14:55:17,false
995,34567890C,2022-12-01,Jueves,06:52:32,15:01:55,false
996,45678901D,2022-12-01,Jueves,07:05:58,14:53:14,false
997,56789012E,2022-12-01,Jueves,06:56:05,14:58:11,false
998,12345678A,2022-12-02,Viernes,07:09:37,15:01:03,false
999,23456789B,2022-12-02,Viernes,06:57:59,15:08:14,false
1000,34567890C,2022-12-02,Viernes,07:15:18,15:03:33,false
1001,45678901D,2022-12-02,Viernes,06:46:28,15:01:56,false
1002,56789012E,2022-12-02,Viernes,07:15:36,14:51:50,false
1003,34567890C,2022-12-05,Lunes,06:54:12,14:57:07,false
1004,12345678A,2022-12-07,Miércoles,06:58:41,15:13:51,false
1005,34567890C,2022-12-07,Miércoles,07:09:08,15:09:03,false
1006,45678901D,2022-12-07,Miércoles,07:15:59,15:11:22,false
1007,56789012E,2022-12-07,Miércoles,06:48:12,15:12:28,false
1008,12345678A,2022-12-09,Viernes,06:46:59,14:51:56,false
1009,23456789B,2022-12-09,Viernes,06:48:22,15:11:22,false
1010,34567890C,2022-12-09,Viernes,07:12:58,15:10:10,false
1011,45678901D,2022-12-09,Viernes,07:03:44,14:53:24,false
1012,56789012E,2022-12-09,Viernes,06:51:38,14:54:40,false
1013,34567890C,2022-12-12,Lunes,06:55:09,15:07:43,false
1014,45678901D,2022-12-12,Lunes,07:07:44,15:05:14,false
1015,12345678A,2022-12-13,Martes,06:46:16,14:56:34,false
1016,23456789B,2022-12-13,Martes,06:45:30,14:59:44,false
1017,34567890C,2022-12-13,Martes,07:12:45,14:46:32,false
1018,45678901D,2022-12-13,Martes,07:02:15,15:02:00,false
1019,56789012E,2022-12-13,Martes,07:02:48,14:51:48,false
1020,12345678A,2022-12-14,Miércoles,06:51:51,15:00:35,false
1021,23456789B,2022-12-14,Miércoles,06:54:07,15:00:39,false
1022,34567890C,2022-12-14,Miércoles,06:54:47,15:12:54,false
1023,45678901D,2022-12-14,Miércoles,06:57:14,14:46:35,false
1024,56789012E,2022-12-14,Miércoles,06:55:39,15:08:15,false
1025,23456789B,2022-12-15,Jueves,06:56:31,14:54:45,false
1026,34567890C,2022-12-15,Jueves,07:00:06,14:54:27,false
1027,45678901D,2022-12-15,Jueves,07:00:05,14:53:22,false
1028,56789012E,2022-12-15,Jueves,06:51:28,14:51:30,false
1029,12345678A,2022-12-16,Viernes,06:53:59,14:48:41,false
1030,23456789B,2022-12-16,Viernes,06:59:29,15:09:34,false
1031,34567890C,2022-12-16,Viernes,06:50:51,14:52:26,false
1032,45678901D,2022-12-16,Viernes,07:13:30,15:06:35,false
1033,56789012E,2022-12-16,Viernes,06:56:19,14:59:17,false
1034,12345678A,2022-12-19,Lunes,06:45:49,15:14:44,false
1035,23456789B,2022-12-19,Lunes,07:11:03,14:50:30,false
1036,34567890C,2022-12-19,Lunes,06:53:51,14:47:37,false
1037,45678901D,2022-12-19,Lunes,06:55:56,15:06:00,false
1038,12345678A,2022-12-20,Martes,06:50:03,15:11:21,false
1039,34567890C,2022-12-20,Martes,07:06:21,15:15:24,false
1040,45678901D,2022-12-20,Martes,06:47:29,15:07:17,false
1041,56789012E,2022-12-20,Martes,06:48:08,14:58:52,false
1042,23456789B,2022-12-21,Miércoles,07:01:44,15:11:24,false
1043,34567890C,2022-12-21,Miércoles,06:48:56,15:15:58,false
1044,45678901D,2022-12-21,Miércoles,06:48:02,15:00:27,false
1045,56789012E,2022-12-21,Miércoles,07:07:35,14:57:44,false
1046,12345678A,2022-12-22,Jueves,06:57:57,14:56:43,false
1047,23456789B,2022-12-22,Jueves,06:54:28,14:48:22,false
1048,34567890C,2022-12-22,Jueves,07:11:42,15:12:33,false
1049,45678901D,2022-12-22,Jueves,07:08:32,15:14:46,false
1050,56789012E,2022-12-22,Jueves,06:49:06,15:11:59,false
1051,12345678A,2022-12-23,Viernes,07:11:11,14:45:01,false
1052,23456789B,2022-12-23,Viernes,06:45:37,14:59:15,false
1053,34567890C,2022-12-23,Viernes,06:54:47,14:57:23,false
1054,45678901D,2022-12-23,Viernes,07:03:55,15:02:40,false
1055,56789012E,2022-12-23,Viernes,07:08:44,15:13:59,false
1056,12345678A,2022-12-27,Martes,07:02:13,15:07:16,false
1057,23456789B,2022-12-27,Martes,06:46:25,15:10:03,false
1058,34567890C,2022-12-27,Martes,06:50:30,15:02:49,false
1059,45678901D,2022-12-27,Martes,06:51:00,15:13:57,false
1060,56789012E,2022-12-27,Martes,07:02:39,15:06:40,false
1061,12345678A,2022-12-28,Miércoles,06:55:30,15:09:21,false
1062,34567890C,2022-12-28,Miércoles,07:06:26,15:00:48,false
1063,45678901D,2022-12-28,Miércoles,06:55:40,15:03:32,false
1064,56789012E,2022-12-28,Miércoles,07:03:52,14:54:41,false
1065,12345678A,2022-12-29,Jueves,07:08:31,14:46:31,false
1066,23456789B,2022-12-29,Jueves,07:01:34,14:54:22,false
1067,34567890C,2022-12-29,Jueves,06:52:59,15:11:43,false
1068,45678901D,2022-12-29,Jueves,06:51:58,15:01:27,false
1069,12345678A,2022-12-30,Viernes,07:05:29,15:01:36,false
1070,34567890C,2022-12-30,Viernes,07:11:03,14:48:05,false
1071,45678901D,2022-12-30,Viernes,07:13:03,14:55:45,false
1072,56789012E,2022-12-30,Viernes,07:10:22,15:04:02,false
1073,12345678A,2023-01-02,Lunes,06:46:57,14:49:21,false
1074,23456789B,2023-01-02,Lunes,07:11:28,15:03:58,false
1075,34567890C,2023-01-02,Lunes,07:10:57,15:01:55,false
1076,45678901D,2023-01-02,Lunes,06:51:46,14:48:37,false
1077,56789012E,2023-01-02,Lunes,06:55:21,14:57:44,false
1078,23456789B,2023-01-03,Martes,06:58:29,15:03:49,false
1079,34567890C,2023-01-03,Martes,07:09:07,15:15:47,false
1080,45678901D,2023-01-03,Martes,06:58:14,15:02:15,false
1081,56789012E,2023-01-03,Martes,06:55:07,14:58:04,false
1082,12345678A,2023-01-04,Miércoles,07:14:18,14:57:24,false
1083,23456789B,2023-01-04,Miércoles,07:02:32,14:51:56,false
1084,34567890C,2023-01-04,Miércoles,07:14:10,15:03:25,false
1085,45678901D,2023-01-04,Miércoles,07:09:53,15:07:36,false
1086,56789012E,2023-01-04,Miércoles,07:02:31,14:54:54,false
1087,12345678A,2023-01-05,Jueves,07:15:37,14:49:39,false
1088,23456789B,2023-01-05,Jueves,07:09:44,15:13:44,false
1089,34567890C,2023-01-05,Jueves,06:52:13,15:03:08,false
1090,23456789B,2023-01-09,Lunes,07:01:57,15:11:22,false
1091,34567890C,2023-01-09,Lunes,07:04:54,14:52:18,false
1092,56789012E,2023-01-09,Lunes,06:58:07,14:45:47,false
1093,12345678A,2023-01-10,Martes,07:04:25,14:46:01,false
1094,23456789B,2023-01-10,Martes,06:45:50,15:12:27,false
1095,34567890C,2023-01-10,Martes,07:01:36,15:00:17,false
1096,12345678A,2023-01-11,Miércoles,06:58:23,15:07:59,false
1097,23456789B,2023-01-11,Miércoles,06:54:47,14:46:07,false
1098,34567890C,2023-01-11,Miércoles,06:51:34,15:06:07,false
1099,45678901D,2023-01-11,Miércoles,06:55:03,14:50:27,false
1100,56789012E,2023-01-11,Miércoles,07:00:10,15:02:26,false
1101,12345678A,2023-01-12,Jueves,07:06:05,15:08:21,false
1102,23456789B,2023-01-12,Jueves,07:13:59,14:54:18,false
1103,34567890C,2023-01-12,Jueves,06:52:02,15:07:08,false
1104,45678901D,2023-01-12,Jueves,06:58:18,15:07:08,false
1105,56789012E,2023-01-12,Jueves,06:51:50,15:05:49,false
1106,12345678A,2023-01-13,Viernes,06:59:46,14:59:48,false
1107,23456789B,2023-01-13,Viernes,06:56:12,14:57:47,false
1108,34567890C,2023-01-13,Viernes,07:11:14,14:59:40,false
1109,45678901D,2023-01-13,Viernes,07:04:39,15:09:38,false
1110,12345678A,2023-01-16,Lunes,06:46:27,15:06:23,false
1111,23456789B,2023-01-16,Lunes,06:48:34,14:57:32,false
1112,34567890C,2023-01-16,Lunes,07:13:56,14:52:43,false
1113,45678901D,2023-01-16,Lunes,07:10:55,14:53:56,false
1114,56789012E,2023-01-16,Lunes,06:58:28,15:08:48,false
1115,12345678A,2023-01-17,Martes,06:46:51,14:54:02,false
1116,23456789B,2023-01-17,Martes,07:00:49,14:46:42,false
1117,34567890C,2023-01-17,Martes,06:46:50,15:13:11,false
1118,45678901D,2023-01-17,Martes,07:03:38,14:53:59,false
1119,56789012E,2023-01-17,Martes,06:45:12,14:49:05,false
1120,12345678A,2023-01-18,Miércoles,06:55:59,15:02:11,false
1121,23456789B,2023-01-18,Miércoles,06:49:12,14:55:31,false
1122,34567890C,2023-01-18,Miércoles,07:01:54,14:53:12,false
1123,45678901D,2023-01-18,Miércoles,06:48:29,14:52:05,false
1124,12345678A,2023-01-19,Jueves,07:03:10,15:04:11,false
1125,23456789B,2023-01-19,Jueves,06:59:59,15:04:59,false
1126,34567890C,2023-01-19,Jueves,06:51:55,15:04:01,false
1127,45678901D,2023-01-19,Jueves,06:56:14,14:57:58,false
1128,56789012E,2023-01-19,Jueves,07:09:12,15:09:48,false
1129,12345678A,2023-01-20,Viernes,07:13:12,15:10:30,false
1130,23456789B,2023-01-20,Viernes,06:56:56,14:58:04,false
1131,34567890C,2023-01-20,Viernes,07:05:17,15:04:07,false
1132,45678901D,2023-01-20,Viernes,07:08:30,14:55:29,false
1133,56789012E,2023-01-20,Viernes,07:07:50,14:51:15,false
1134,12345678A,2023-01-23,Lunes,07:12:44,15:14:43,false
1135,23456789B,2023-01-23,Lunes,07:03:52,14:47:16,false
1136,34567890C,2023-01-23,Lunes,06:50:54,15:04:25,false
1137,56789012E,2023-01-23,Lunes,06:59:54,14:51:02,false
1138,12345678A,2023-01-24,Martes,07:01:48,14:50:34,false
1139,23456789B,2023-01-24,Martes,06:51:29,15:04:08,false
1140,34567890C,2023-01-24,Martes,06:53:07,15:08:51,false
1141,45678901D,2023-01-24,Martes,06:45:59,15:09:48,false
1142,56789012E,2023-01-24,Martes,07:10:32,15:01:58,false
1143,12345678A,2023-01-25,Miércoles,07:05:14,15:01:12,false
1144,23456789B,2023-01-25,Miércoles,06:55:34,14:59:14,false
1145,34567890C,2023-01-25,Miércoles,07:09:07,14:50:24,false
1146,56789012E,2023-01-25,Miércoles,06:52:05,15:13:50,false
1147,12345678A,2023-01-26,Jueves,06:47:04,15:12:40,false
1148,34567890C,2023-01-26,Jueves,07:04:32,14:52:20,false
1149,45678901D,2023-01-26,Jueves,07:07:34,14:55:48,false
1150,56789012E,2023-01-26,Jueves,07:08:13,14:49:08,false
1151,12345678A,2023-01-27,Viernes,06:49:10,14:46:11,false
1152,34567890C,2023-01-27,Viernes,06:56:48,15:06:41,false
1153,45678901D,2023-01-27,Viernes,06:50:36,14:47:44,false
1154,56789012E,2023-01-27,Viernes,07:04:20,14:54:50,false
1155,12345678A,2023-01-30,Lunes,06:51:12,14:59:46,false
1156,23456789B,2023-01-30,Lunes,07:05:19,14:57:17,false
1157,34567890C,2023-01-30,Lunes,07:07:36,15:05:29,false
1158,45678901D,2023-01-30,Lunes,07:04:55,15:05:45,false
1159,56789012E,2023-01-30,Lunes,07:02:59,15:14:03,false
1160,12345678A,2023-01-31,Martes,07:09:15,14:51:00,false
1161,23456789B,2023-01-31,Martes,07:05:07,15:09:47,false
1162,34567890C,2023-01-31,Martes,06:54:06,14:52:47,false
1163,45678901D,2023-01-31,Martes,06:47:33,15:11:23,false
1164,56789012E,2023-01-31,Martes,07:11:50,15:14:46,false
1165,12345678A,2023-02-01,Miércoles,06:52:06,15:04:49,false
1166,34567890C,2023-02-01,Miércoles,06:59:55,15:03:44,false
1167,45678901D,2023-02-01,Miércoles,06:57:57,15:10:20,false
1168,56789012E,2023-02-01,Miércoles,06:59:19,15:04:31,false
1169,12345678A,2023-02-02,Jueves,06:49:38,15:14:44,false
1170,23456789B,2023-02-02,Jueves,07:02:43,15:11:45,false
1171,34567890C,2023-02-02,Jueves,07:12:05,15:10:05,false
1172,45678901D,2023-02-02,Jueves,06:48:51,15:03:00,false
1173,56789012E,2023-02-02,Jueves,06:56:30,14:53:48,false
1174,12345678A,2023-02-03,Viernes,06:52:54,15:06:47,false
1175,34567890C,2023-02-03,Viernes,06:58:12,15:00:20,false
1176,56789012E,2023-02-03,Viernes,07:02:38,14:52:40,false
1177,12345678A,2023-02-06,Lunes,06:59:56,15:06:54,false
1178,23456789B,2023-02-06,Lunes,07:04:30,15:03:44,false
1179,34567890C,2023-02-06,Lunes,06:48:37,15:12:43,false
1180,45678901D,2023-02-06,Lunes,07:07:50,14:47:47,false
1181,56789012E,2023-02-06,Lunes,07:01:44,15:07:07,false
1182,12345678A,2023-02-07,Martes,07:06:30,14:56:00,false
1183,23456789B,2023-02-07,Martes,06:46:45,14:48:11,false
1184,34567890C,2023-02-07,Martes,07:13:27,15:15:22,false
1185,56789012E,2023-02-07,Martes,06:51:59,14:50:25,false
1186,12345678A,2023-02-08,Miércoles,07:11:27,14:47:59,false
1187,34567890C,2023-02-08,Miércoles,06:47:41,15:11:48,false
1188,45678901D,2023-02-08,Miércoles,07:00:32,15:02:39,false
1189,56789012E,2023-02-08,Miércoles,07:01:08,14:55:26,false
1190,12345678A,2023-02-09,Jueves,06:59:48,15:04:40,false
1191,23456789B,2023-02-09,Jueves,07:09:46,14:49:33,false
1192,34567890C,2023-02-09,Jueves,07:03:22,15:07:13,false
1193,56789012E,2023-02-09,Jueves,06:56:51,15:02:31,false
1194,12345678A,2023-02-10,Viernes,06:55:38,14:50:30,false
1195,23456789B,2023-02-10,Viernes,07:00:16,15:02:47,false
1196,45678901D,2023-02-10,Viernes,07:10:33,14:51:44,false
1197,56789012E,2023-02-10,Viernes,06:53:58,14:59:45,false
1198,12345678A,2023-02-13,Lunes,06:55:45,15:09:20,false
1199,34567890C,2023-02-13,Lunes,06:56:18,14:56:09,false
1200,56789012E,2023-02-13,Lunes,07:00:56,15:14:14,false
1201,34567890C,2023-02-14,Martes,07:09:24,14:52:31,false
1202,45678901D,2023-02-14,Martes,06:54:57,14:54:43,false
1203,56789012E,2023-02-14,Martes,07:06:55,15:15:25,false
1204,23456789B,2023-02-15,Miércoles,06:49:53,15:14:15,false
1205,34567890C,2023-02-15,Miércoles,07:07:11,14:48:36,false
1206,45678901D,2023-02-15,Miércoles,07:13:31,14:51:43,false
1207,56789012E,2023-02-15,Miércoles,07:15:21,14:48:33,false
1208,12345678A,2023-02-16,Jueves,06:53:17,14:53:17,false
1209,34567890C,2023-02-16,Jueves,06:45:19,15:12:08,false
1210,45678901D,2023-02-16,Jueves,06:49:57,15:12:13,false
1211,56789012E,2023-02-16,Jueves,07:15:54,14:50:50,false
1212,12345678A,2023-02-17,Viernes,07:15:15,14:59:06,false
1213,23456789B,2023-02-17,Viernes,07:13:16,15:09:31,false
